Date,knumber,Name,Manufactuer,Specialty,Product_Code,artificial_intelligence1,machine_learning1,neural_network1,neural_networks1,deep_learning1,reinforcement_learning1,natural_language_processing1,decision_tree1,xgboost1,gradient_boosted1,gradient_boosting1,ensemble1,big_data1,AI1,ML1,DL1,DNN1,CNN1,RNN1,NLP1,phantom1,specificity1,sensitivity1,risk_assessment1,time_to_open1,time_to_notification1,human_factor1,ease_of_use1,ease_of_training1,standards1,industry_standards1,risk_management1,risk1,retrospective1,prospective1,summary1,FDA,STUDY,CLINICAL_TRIALS,STUDY_SIZE,Site,STATE,COUNTRY_CODE,CT,multisite,Performance,Jiang,REVIEW_PANEL,MEDICALSPECIALTY,DEVICENAME,DEVICECLASS,UNCLASSIFIED_REASON,GMPEXEMPTFLAG,THIRDPARTYFLAG,REVIEWCODE,REGULATIONNUMBER,SUBMISSION_TYPE_ID,DEFINITION,PHYSICALSTATE,TECHNICALMETHOD,TARGETAREA,Implant_Flag,Life_Sustain_support_flag,SummaryMalfunctionReporting,summary,key_index,year,study1,path
06/13/2019,K183460,ClariCT.AI,ClariPI Inc.,Radiology,LLZ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,KR,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,0,510K
08/29/2019,K183489,D2P,"3D Systems, Inc.",Radiology,LLZ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,IL,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,2,2019,0,510K
04/15/2019,K190072,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,2803,1,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2019,1,510K
05/06/2019,K190362,HealthPNX,Zebra Medical Vision Ltd.,Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,588,Yes,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2019,1,510K
06/19/2019,K190387,RayStation,Raysearch Laboratories Ab (Publ),Radiology,MUJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,SE,0,0,1,1,RA,RA,"System, Planning, Radiation Therapy Treatment",2,,N,N,,892.505,1,,,,,N,N,Eligible,1,1,2019,0,510K
06/13/2019,K190424,HealthICH,Zebra Medical Vision Ltd.,Radiology,QAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,427,Yes,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2019,1,510K
07/03/2019,K190442,Koios DS for Breast,"Koios Medical, Inc.",Radiology,POK,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,900,,NY,US,0,0,1,1,RA,RA,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,2,,N,N,,892.206,1,Assist users in characterizing lesions identified on acquired medical images,Software,The device characterizes lesions based on features or information extracted from the images and provides information about the lesion(s) to the user.,Lesions,N,N,Eligible,1,2,2019,1,510K
09/11/2019,K190815,BrainScope TBI,"BrainScope Company, Inc.",Other,PIW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,"NCT02477943, NCT02661633, NCT02957461, NCT03671083",580,10,MD,US,1,1,1,1,NE,NE,Brain Injury Adjunctive Interpretive Electroencephalograph Assessment Aid,2,,N,N,,882.145,1,A prescription device that uses a patientøs electroencephalograph (EEG) to provide an interpretation of the structural condition of the patientøs brain in the setting of trauma.  The Brain Injury Adjunctive Interpretive EEG Assessment Aid is for use as an adjunct to standard clinical practice only as an assessment aid for a medical condition for which there exists other valid methods of diagnosis.,"Handheld EEG recording device, electrodes, and data analysis software",Software analysis of EEG signals,"Forehead, scalp",N,N,Eligible,1,0,2019,1,510K
11/05/2019,K190868,Cleerly Labs,Cleerly Inc,Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,NY,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,0,510K
05/31/2019,K190896,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,168,3,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2019,1,510K
11/13/2019,K191171,EchoGo Core,Ultromics Ltd.,Radiology,QIH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,378,,,GB,0,0,1,1,RA,RA,Automated Radiological Image Processing Software,2,,N,N,,892.205,1,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2019,1,510K
06/25/2019,K191194,CLARUS,"Carl Zeiss Meditec, Inc",Other,QER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,,20,1,CA,US,0,1,1,1,OP,OP,"Camera, Ophthalmic, Slit-Scanning",2,,N,Y,,886.112,1,An ophthalmic slit-scanning camera is an AC-powered device intended to take photographs of the eye and the surrounding area.,"Slit-scanning cameras consist of an incoherent light source, image forming lens, slit forming optics, scanner, an image sensor, and image reconstruction software.",The imaging plane is scanned by a rectangular slit of non-coherent light and reflected images of the illuminated areas are sequentially captured by an imaging sensor. An ophthalmic image is reconstructed from individual slit images in software.,Eye and ocular tissues (anterior and posterior segment).,N,N,Ineligible,1,1,2019,1,510K
07/12/2019,K191272,"Wearable Device, Wearable Package",Current Health Ltd.,Cardiovascular,MSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,GB,0,0,1,1,CV,CV,"System, Network And Communication, Physiological Monitors",2,,N,N,,870.23,1,,,,,N,Y,Eligible,1,0,2019,0,510K
11/19/2019,K191278,RSI-MRI+,Multimodal Imaging Services Corporation (Dba HealthLytix),Radiology,LLZ,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,CA,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,2,2019,1,510K
07/08/2019,K191384,RayCare 2.3,RaySearch Laboratories AB (Publ),Radiology,MUJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,SE,0,0,1,1,RA,RA,"System, Planning, Radiation Therapy Treatment",2,,N,N,,892.505,1,,,,,N,N,Eligible,1,0,2019,0,510K
02/28/2020,K191556,Red Dot,Behold.AI Technologies Limited,Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,888,4,,GB,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
12/20/2019,K191647,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,WA,US,0,0,1,1,RA,RA,Automated Radiological Image Processing Software,2,,N,N,,892.205,1,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2019,0,510K
09/16/2019,K191688,SubtleMR,Subtle Medical Inc.,Radiology,LLZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,CA,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,1,510K
10/04/2019,K191713,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShieldô (ROI Assembly),"Omega Medical Imaging, LLC",Radiology,JAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,,100,,FL,US,0,0,1,1,RA,RA,"System, X-Ray, Fluoroscopic, Image-Intensified",2,,N,Y,,892.165,1,,,,,N,N,Eligible,1,0,2019,1,510K
02/28/2020,K191928,AccuContour,Xiamen Manteia Technology Ltd.,Radiology,QKB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,CN,0,0,0,1,RA,RA,Radiological Image Processing Software For Radiation Therapy,2,,N,N,,892.205,1,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.","Software application and/or firmware, system components and accessories","Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.",Human-derived imaging products,N,N,Ineligible,1,1,2020,0,510K
10/04/2019,K191994,ProFound AI Software V2.1,ICAD Inc.,Radiology,QDQ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,694,,NH,US,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,1,2019,1,510K
01/15/2020,K192004,Eko Analysis Software,Eko Devices Inc,Cardiovascular,MWI,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,2177,,CA,US,0,0,1,1,CV,CV,"Monitor, Physiological, Patient (Without Arrhythmia Detection Or Alarms)",2,,N,Y,,870.23,1,,,,,N,N,Eligible,1,2,2020,1,510K
09/18/2019,K192065,Syngo.Via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,IL,US,0,0,1,1,RA,RA,"System, Planning, Radiation Therapy Treatment",2,,N,N,,892.505,1,,,,,N,N,Eligible,1,1,2019,1,510K
11/05/2019,K192109,KOALA,IB Lab Gmbh,Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,1149,,,AT,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,1,510K
04/13/2020,K192167,CuraRad-ICH,CuraCloud Corp.,Radiology,QAS,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,388,296,WA,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
12/10/2019,K192287,Transpara,Screenpoint Medical B.V.,Radiology,QDQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,NL,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,1,2019,0,510K
09/13/2019,K192304,SIS Software Version 3.6.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,MN,US,0,0,1,1,RA,RA,"System, Image Processing, Radiological",2,,N,Y,,892.205,1,,,,,N,N,Eligible,1,1,2019,0,510K
11/26/2019,K192320,HealthCXR,Zebra Medical Vision Ltd.,Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,554,Yes,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2019,1,510K
12/20/2019,K192383,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,383,3,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2019,1,510K
03/09/2020,K192574,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,160,,,JP,0,0,1,1,RA,RA,"System, Nuclear Magnetic Resonance Imaging",2,,N,Y,,892.1,1,,,,,N,N,Eligible,1,2,2020,1,510K
09/15/2020,K192665,"Accelerate Pheno System, Accelerate PhenoTest BC Kit","Accelerate Diagnostics, Inc.",Other,PRH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,AZ,US,0,0,1,1,MI,MI,Positive Blood Culture Identification And Ast Kit,2,,N,N,,866.165,1,"Fluorescence in situ hybridization (FISH) identification and quantitative, antimicrobial susceptibility testing (AST) kit intended for simultaneous detection and identification of multiple microbial targets.",In vitro diagnostic device,Direct Fluorescence in situ hybridization (FISH) identification and antimicrobial susceptibility testing (AST) of microbes growing in positive blood cultures,Direct identification and antimicrobial susceptibility testing of microbes in positive blood cultures,N,N,Eligible,1,1,2020,0,510K
02/13/2020,K192828,Aquilion ONE (TSX-306A/3) V10.0 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,,,,JP,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2020,1,510K
02/21/2020,K192832,Aquilion Prime SP (TSX-303B8) V10.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,JP,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,1,2020,0,510K
03/25/2020,K192854,MammoScreen,Therapixel,Radiology,QDQ,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,,240,,,FR,0,0,1,1,RA,RA,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,2,,N,N,,892.209,1,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.",Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Anatomical sites that may contain lesions suspicious for cancer.,N,N,Ineligible,1,2,2020,1,510K
05/12/2020,K192901,HealthVCF,Zebra Medical Vision Ltd.,Radiology,QFM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,,611,Yes,,IL,0,1,1,1,RA,RA,Radiological Computer-Assisted Prioritization Software For Lesions,2,,N,N,,892.208,1,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.",The device operates on radiological images of the human body.,N,N,Ineligible,1,1,2020,1,510K
07/06/2020,K193073,Deep Recon,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,120,,,CN,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,4,2020,1,510K
03/31/2020,K193087,Rapid ICH,ISchemaView Incorporated,Radiology,QAS,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,,336,4,CO,US,0,1,1,1,RA,RA,Radiological Computer-Assisted Triage And Notification Software,2,,N,N,,892.208,1,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .,The device is software only.,"The device provides triage or notification that is informed by machine learning, artificial intelligence or other image analysis algorithms.",The device operates on radiological images of the human body.,N,N,Ineligible,1,2,2020,1,510K
07/14/2020,K193097,"Vantage Orian 1.5T, MRT-1550, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,160,,,JP,0,0,1,1,RA,RA,"System, Nuclear Magnetic Resonance Imaging",2,,N,Y,,892.1,1,,,,,N,N,Eligible,1,2,2020,1,510K
01/24/2020,K193109,MRCAT brain,Philips Medical Systems MR Finland,Radiology,MUJ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,FI,0,0,1,1,RA,RA,"System, Planning, Radiation Therapy Treatment",2,,N,N,,892.505,1,,,,,N,N,Eligible,1,3,2020,0,510K
12/13/2019,K193170,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,60,,,JP,0,0,1,1,RA,RA,"System, X-Ray, Tomography, Computed",2,,N,Y,,892.175,1,,,,,N,N,Eligible,1,3,2019,1,510K
08/04/2020,K193210,HYPER DLR,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,,,,,CN,0,0,1,1,RA,RA,"System, Tomography, Computed, Emission",2,,N,Y,,892.12,1,,,,,N,N,Eligible,1,1,2020,0,510K
03/09/2020,K193216,syngo.CT Lung CAD,"Siemens Medical Solutions, Inc",Radiology,OEB,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,,,,PA,US,0,0,1,1,RA,RA,"Lung Computed Tomography System, Computer-Aided Detection",2,,N,N,,892.205,1,"To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis, lung computed tomography system is a class 3 device under product code NRR.",Software device.,Detection algorithm searches for and identifies potential nodules on images of the chest acquired using multi-slice computed tomography (msct).,Lung,N,N,Eligible,1,4,2020,0,510K
